TableS4 TF-DORC pairs with strong cis-regulations,,,,,,,,,
DORC,TF,Enrichment.Z,Enrichment.P,Enrichment.log10P,Corr,Corr.Z,Corr.P,Corr.log10P,Score
SUCNR1,FOS,6.68913,2.25E-11,10.64878,-0.2329095,-2.798318,0.005136957,-2.289294,-2.289294
SUCNR1,CEBPB,5.172051,2.32E-07,6.635378,0.2432064,2.321343,0.02026837,1.693181,1.693176
SUCNR1,DDIT3,4.782238,1.73E-06,5.761065,0.2272176,2.149416,0.03160144,1.500293,1.50027
SUCNR1,GLI3,3.3804,0.000723805,3.140379,0.247302,2.365383,0.01801145,1.744451,1.727643
TEX2,CEBPB,4.964177,6.90E-07,6.161195,0.2639549,2.688025,0.007187598,2.143416,2.143375
TEX2,FOS,4.95441,7.26E-07,6.139361,-0.1927807,-2.469592,0.01352671,-1.868808,-1.868785
TEX2,GLI3,4.366173,1.26E-05,4.898107,0.2213706,2.207148,0.0273037,1.563778,1.563583
TIE1,GLI3,5.084638,3.68E-07,6.433766,0.2356524,2.742324,0.006100616,2.214626,2.2146
TIE1,CEBPB,4.957436,7.14E-07,6.146121,0.2674359,3.151689,0.001623291,2.789604,2.789413
TIE1,FOS,3.15293,0.001616406,2.79145,-0.1471464,-2.188052,0.02866585,-1.542635,-1.519477
TIE1,KLF7,2.329149,0.01985117,1.702214,-0.1883514,-2.718764,0.006552638,-2.183584,-1.580478
UTY,CEBPB,3.337859,0.000844265,3.073521,0.1476461,2.207679,0.02726668,1.564368,1.55148
UTY,MYB,3.17083,0.001520041,2.818145,-0.1310201,-2.332751,0.01966121,-1.70639,-1.674662
UTY,THRB,2.334942,0.01954645,1.708932,0.1941223,2.964935,0.00302747,2.51892,1.647533
ZEB1,FOS,7.928188,2.22E-15,14.65293,-0.152432,-2.251047,0.02438255,-1.612921,-1.612921
ZNF618,JUND,4.841094,1.29E-06,5.888986,0.2779243,2.768193,0.005636806,2.248967,2.248868
ZNF618,JDP2,3.339185,0.000840247,3.075593,0.3119707,3.108059,0.001883206,2.725102,2.565133
AK4,FOS,5.766745,8.08E-09,8.092496,-0.2222844,-2.79071,0.005259258,-2.279076,-2.279075
AK4,CEBPB,4.181078,2.90E-05,4.537408,0.2320034,2.302989,0.02127946,1.672039,1.67146
AK4,ATF4,3.740572,0.000183602,3.736122,0.220214,2.1708,0.02994627,1.523657,1.521082
AK4,GLI3,3.696733,0.000218392,3.660764,0.2223678,2.194951,0.02816714,1.550257,1.546997
ALCAM,FOS,9.704929,2.87E-22,21.5417,-0.2533164,-2.811874,0.004925382,-2.30756,-2.30756
ALCAM,ZBTB20,2.24179,0.02497498,1.602495,-0.2641367,-2.923564,0.003460496,-2.460862,-1.547462
CD36,FOS,6.269792,3.62E-10,9.441855,-0.2696876,-3.154881,0.001605635,-2.794353,-2.794353
CD36,JUNB,5.860408,4.62E-09,8.335612,-0.2284419,-2.696983,0.006997088,-2.155083,-2.155082
CD36,ESR1,2.42323,0.0153832,1.812953,-0.2275618,-2.687212,0.007205111,-2.142359,-1.648253
CD36,NR1H3,2.330355,0.01978741,1.703611,0.3321903,3.526997,0.000420301,3.37644,1.694662
CLU,FOS,6.508821,7.57E-11,10.12066,-0.2901423,-3.045713,0.002321295,-2.63427,-2.63427
CLU,NR6A1,2.771848,0.005573907,2.25384,-0.3261093,-3.387961,0.000704144,-3.152339,-2.202447
CLU,POU3F1,2.509181,0.01210116,1.917173,0.2863854,2.440301,0.01467504,1.833421,1.575141
GEM,FOS,8.703373,3.22E-18,17.49192,-0.3532835,-2.992782,0.002764475,-2.558387,-2.558387
GEM,FOSL1,8.129228,4.32E-16,15.36448,0.3463467,2.547635,0.01084558,1.964747,1.964747
GEM,THRB,2.907111,0.003647838,2.437964,0.4616662,3.460858,0.000538457,3.268849,2.378374
GOLGA7B,JUNB,9.804461,1.08E-22,21.9677,-0.2679861,-2.437226,0.01480041,-1.829726,-1.829726
GOLGA7B,FOS,8.431679,3.41E-17,16.46758,-0.3674519,-3.271615,0.00106935,-2.97088,-2.97088
GOLGA7B,ATF4,3.270462,0.001073721,2.969109,0.2928334,2.267322,0.02337057,1.631331,1.612269
IGSF21,NR3C1,4.151303,3.31E-05,4.480712,-0.2549681,-2.396805,0.01653871,-1.781498,-1.780645
IGSF21,JUND,2.835962,0.004568788,2.340199,0.3558047,3.217033,0.001295235,2.887651,2.232243
IGSF21,MAZ,2.38278,0.01718244,1.764915,0.2988761,2.693781,0.007064648,2.150909,1.61752
ITGAX,FOS,10.01295,1.34E-23,22.87386,-0.2752081,-3.034809,0.002406883,-2.618545,-2.618545
ITGAX,FOSL2,9.391653,5.91E-21,20.22867,0.2403068,2.20076,0.02775298,1.55669,1.55669
ITGAX,THRB,2.860414,0.004230879,2.373569,0.262776,2.428958,0.01514229,1.819808,1.714238
ITGAX,MAF,2.322782,0.02019086,1.694845,-0.3008375,-3.295101,0.000983864,-3.007065,-1.67459
KIF11,RREB1,2.886969,0.00388973,2.410081,-0.3455751,-3.143911,0.001667061,-2.778049,-2.255683
ME3,JUNB,8.653278,5.00E-18,17.30068,-0.209481,-2.226489,0.02598143,-1.585337,-1.585337
ME3,FOS,7.701694,1.34E-14,13.87201,-0.3118727,-3.186098,0.001442058,-2.841017,-2.841017
ME3,ZNF711,3.039248,0.002371693,2.624941,0.2854191,2.411684,0.01587902,1.799176,1.739617
ME3,MSANTD3,2.88694,0.003890089,2.410041,0.3040237,2.586045,0.009708427,2.012851,1.867716
MTHFS,JUNB,9.691394,3.28E-22,21.4841,-0.2593625,-2.57512,0.01002054,-1.999109,-1.999109
MTHFS,FOS,9.340316,9.60E-21,20.01752,-0.2981985,-2.928188,0.003409443,-2.467317,-2.467317
MTHFS,ZNF711,2.717429,0.006579131,2.181831,0.2748113,2.281183,0.0225376,1.647092,1.538075
NAV2,JUNB,11.78591,4.61E-32,31.33594,-0.2210591,-2.324566,0.0200952,-1.696908,-1.696908
NAV2,FOS,10.3322,5.04E-25,24.29766,-0.3419274,-3.430919,0.00060154,-3.220736,-3.220736
NAV2,ATF4,3.831001,0.000127623,3.89407,0.3471041,2.876051,0.004026843,2.395035,2.381538
NCS1,FOSL2,10.93706,7.66E-28,27.1155,0.3103128,2.652568,0.007988197,2.097551,2.097551
NCS1,FOS,10.52564,6.58E-26,25.18168,-0.2954582,-2.66221,0.007762942,-2.109974,-2.109974
NCS1,FOSL1,8.48402,2.18E-17,16.66245,0.2901848,2.475973,0.01328735,1.876562,1.876562
NCS1,JDP2,8.106456,5.21E-16,15.28302,0.2647426,2.252755,0.02427462,1.614847,1.614847
NCS1,CREB5,2.608335,0.009098383,2.041036,0.3986437,3.427546,0.000609063,3.215338,2.013143
NCS1,CREB3,2.374303,0.01758213,1.754928,0.2960891,2.527775,0.01147878,1.940104,1.539717
NRIP3,FOS,9.423171,4.38E-21,20.35886,-0.224927,-2.723995,0.006449742,-2.190458,-2.190458
NRIP3,FOSL1,7.653011,1.96E-14,13.70702,0.2099559,2.272809,0.02303767,1.637561,1.637561
NRIP3,MSANTD3,2.719143,0.006545128,2.184082,0.2434786,2.657985,0.007860931,2.104526,1.843009
PTGDS,KLF8,2.877001,0.004014748,2.396342,0.2116097,2.587897,0.009656395,2.015185,1.865428
PTGDS,CEBPB,2.809629,0.004959862,2.30453,0.2811627,3.544121,0.000393925,3.404587,2.271497
PTGDS,BACH1,2.62569,0.008647363,2.063116,-0.1736625,-2.708877,0.006751142,-2.170623,-1.814171
PTGDS,MXD1,2.291026,0.02196191,1.65833,-0.1652566,-2.593312,0.009505647,-2.022018,-1.505028
PTPRF,FOS,6.639806,3.14E-11,10.50294,-0.1728146,-2.372958,0.01764627,-1.753347,-1.753347
PTPRF,SMAD9,2.628643,0.008572623,2.066886,0.2161732,2.36408,0.01807491,1.742924,1.576876
PTPRF,NR6A1,2.294743,0.02174788,1.662583,-0.2084179,-2.80653,0.005007821,-2.300351,-1.574355
SLC26A11,FOS,4.229065,2.35E-05,4.629552,-0.1994454,-2.738353,0.006174768,-2.209379,-2.207742
SLC26A11,GLI3,4.108674,3.98E-05,4.400186,0.1966594,2.227697,0.02590072,1.586688,1.586039
SLC26A11,KLF8,3.158081,0.001588116,2.799118,0.2560103,2.971793,0.002960661,2.528611,2.342554
STAB1,CEBPB,3.838959,0.000123557,3.908133,0.2792584,2.991351,0.002777465,2.556351,2.5375
STAB1,GLI3,3.51949,0.000432378,3.364137,0.2324132,2.440442,0.0146693,1.83359,1.821157
STAB1,TRPS1,2.535379,0.01123257,1.949521,-0.3366904,-4.252321,2.12E-05,-4.674553,-1.948713
WDR62,KLF4,3.187141,0.001436867,2.842583,0.2627183,2.209406,0.02714639,1.566288,1.544481
WDR62,FLI1,2.23168,0.02563611,1.591148,0.3335306,2.779934,0.005436989,2.264642,1.509568
WHRN,JUND,8.723847,2.69E-18,17.5704,0.2377798,2.213074,0.02689253,1.570368,1.570368
WHRN,FOSL1,8.114148,4.89E-16,15.31051,0.2571404,2.393632,0.01668247,1.77774,1.77774
WHRN,FOSL2,8.013749,1.11E-15,14.95365,0.2389692,2.224167,0.02613724,1.58274,1.58274
WHRN,JDP2,7.196664,6.17E-13,12.20969,0.3256506,3.03256,0.002424886,2.615309,2.615309
ALPK3,FOS,7.049435,1.80E-12,11.74558,-0.3269089,-3.309153,0.000935788,-3.028823,-3.028823
ALPK3,ATF4,3.307712,0.000940613,3.026589,0.2714746,2.276914,0.02279139,1.642229,1.625058
ALPK3,ZNF711,2.556678,0.0105677,1.976019,0.2922954,2.471282,0.01346298,1.870859,1.621813
ANPEP,JUND,2.905147,0.003670807,2.435238,0.3129481,3.511149,0.000446174,3.350496,2.385594
APOC1,FOS,6.862378,6.77E-12,11.16926,-0.2373281,-2.70326,0.006866305,-2.163277,-2.163277
APOC1,KLF8,2.992027,0.002771317,2.557314,0.2807069,2.524779,0.01157711,1.9364,1.844168
ARHGEF3,FOS,6.436248,1.22E-10,9.911996,-0.2319331,-2.69121,0.007119335,-2.147561,-2.147561
CD109,JUND,8.296714,1.07E-16,15.97049,0.2607743,3.026813,0.002471466,2.607045,2.607045
CDCA8,MSANTD3,3.013064,0.002586241,2.587331,-0.2624602,-2.41748,0.01562837,-1.806086,-1.740545
CDH23,CEBPB,4.920801,8.62E-07,6.064539,0.2209381,2.632773,0.008469084,2.072164,2.07212
CDH23,FOS,4.360739,1.30E-05,4.887315,-0.2123124,-3.010172,0.002610995,-2.583194,-2.581049
CDH23,NR1H3,2.430721,0.01506883,1.82192,0.2373149,2.846076,0.004426165,2.353972,1.711565
CDH23,KLF8,2.314317,0.02065033,1.685073,0.2600854,3.142654,0.001674234,2.776184,1.65189
COL6A1,FOS,11.06464,1.86E-28,27.73,-0.190528,-2.34676,0.01893743,-1.722679,-1.722679
COL6A1,ZBTB20,2.264385,0.02355046,1.628001,-0.2253216,-2.733568,0.006265222,-2.203064,-1.52771
CYP27A1,FOS,8.466404,2.53E-17,16.59673,-0.3238033,-3.039495,0.002369749,-2.625298,-2.625298
CYP27A1,ZNF711,3.635034,0.000277944,3.556043,0.2948464,2.417029,0.01564777,1.805547,1.79802
CYP27A1,ESR1,2.722766,0.00647379,2.188841,-0.3043596,-2.868001,0.004130744,-2.383972,-1.975605
DEGS2,CEBPB,4.966155,6.83E-07,6.165622,0.2391981,2.23763,0.02524518,1.597822,1.59781
DEGS2,FOS,4.783333,1.72E-06,5.763432,-0.2212978,-2.618502,0.00883169,-2.053956,-2.053872
DEGS2,GLI3,4.437824,9.09E-06,5.041565,0.2578404,2.434221,0.01492388,1.826118,1.825858
DEGS2,KLF7,3.663734,0.000248565,3.60456,-0.2570822,-2.995863,0.002736691,-2.562774,-2.525117
DNAH14,FOS,7.823313,5.15E-15,14.28861,-0.3612871,-3.462114,0.00053595,-3.270876,-3.270876
DNAH14,JUNB,6.86196,6.79E-12,11.16799,-0.2281992,-2.275561,0.02287227,-1.640691,-1.640691
DNAH14,GLI3,3.689887,0.000224354,3.649066,0.2788668,2.245212,0.02475451,1.606346,1.602524
DNAH14,POU3F1,2.546658,0.01087598,1.963532,0.3095432,2.518709,0.01177859,1.928907,1.647307
DNAH14,KLF4,2.545753,0.01090422,1.962405,-0.2756191,-2.698337,0.006968693,-2.156849,-1.749655
DNAH14,ZNF480,2.36733,0.01791693,1.746736,-0.2812249,-2.748315,0.00599024,-2.222556,-1.623426
DNAH14,ZNF711,2.337396,0.01941862,1.711782,0.3475739,2.857774,0.004266235,2.369955,1.627051
FLT1,FOS,5.448703,5.07E-08,7.294663,-0.2625716,-2.731751,0.006299878,-2.200668,-2.200664
FLT1,MAF,3.478051,0.000505074,3.296645,-0.2447755,-2.560277,0.01045887,-1.980515,-1.960242
FLT1,GLI3,3.088701,0.002010336,2.696731,0.2467114,2.175422,0.02959849,1.52873,1.50101
FLT1,CEBPB,2.894482,0.003797843,2.420463,0.2853736,2.54795,0.0108358,1.965139,1.835871
FOSL2,FOS,9.470061,2.80E-21,20.55334,-0.2718711,-2.778857,0.005455053,-2.263201,-2.263201
FOSL2,JUNB,8.982377,2.65E-19,18.57679,-0.2284547,-2.350039,0.01877145,-1.726502,-1.726502
FOSL2,FOSL2,8.174036,2.98E-16,15.52543,0.2803024,2.67489,0.007475387,2.126366,2.126366
FOSL2,FOSL1,6.739878,1.59E-11,10.79992,0.2463323,2.339371,0.01931626,1.714077,1.714077
FOSL2,JDP2,6.162745,7.15E-10,9.145727,0.2599308,2.473682,0.01337287,1.873775,1.873775
FOSL2,CREB5,3.128501,0.001757007,2.755227,0.3422966,3.287198,0.001011897,2.994864,2.557971
GIPR,FOSL1,8.700232,3.31E-18,17.4799,0.2335132,2.340266,0.01927001,1.715118,1.715118
GIPR,TRPS1,2.405423,0.01615375,1.791727,-0.4465444,-5.132164,2.86E-07,-6.542981,-1.791719
GIPR,ATF4,2.36128,0.01821196,1.739643,0.2554863,2.581705,0.009831348,2.007387,1.554953
GRPEL2,FOS,7.425214,1.13E-13,12.94847,-0.3310064,-3.467499,0.000525325,-3.279572,-3.279572
GRPEL2,GLI3,2.613305,0.008967115,2.047347,0.2905776,2.545435,0.01091418,1.962009,1.703699
HIST1H2AJ,MYBL1,2.429438,0.01512227,1.820383,0.4157656,3.304276,0.000952222,3.021262,1.794252
HMGN2,KLF4,2.576942,0.00996787,2.001398,0.3122085,2.475444,0.01330706,1.875918,1.635594
IFNLR1,FOS,6.783969,1.17E-11,10.93212,-0.3204606,-3.142514,0.001675039,-2.775975,-2.775975
IFNLR1,ATF4,2.835497,0.00457544,2.339567,0.29221,2.39082,0.0168108,1.774411,1.67143
IFNLR1,ZNF711,2.639461,0.008303788,2.080724,0.3153133,2.599478,0.009336569,2.029813,1.755406
LAYN,FOS,7.391339,1.45E-13,12.83756,-0.3064437,-2.868579,0.004123206,-2.384765,-2.384765
LAYN,NR6A1,4.305679,1.66E-05,4.778653,-0.28225,-2.658141,0.007857291,-2.104727,-2.103815
LAYN,GLI3,3.071631,0.002128927,2.671839,0.2788405,2.222223,0.02626822,1.580569,1.547581
LAYN,ZNF480,2.389777,0.0168586,1.773178,-0.2643201,-2.502188,0.01234285,-1.908584,-1.537701
LINC00278,CXXC5,2.674984,0.007473289,2.126488,0.1361684,2.266418,0.02342583,1.630305,1.512521
MGST1,FOS,5.23597,1.64E-07,6.784837,-0.1911954,-2.252252,0.02430638,-1.61428,-1.614277
MGST1,NR6A1,2.745574,0.00604052,2.218926,-0.3142734,-3.532826,0.000411143,-3.386007,-2.190496
MME,FOS,5.262459,1.42E-07,6.84728,-0.2364301,-2.641103,0.008263667,-2.082827,-2.08282
MME,BATF,3.137149,0.001705996,2.768022,-0.1906599,-2.186297,0.02879388,-1.5407,-1.516402
MME,GLI3,2.94007,0.003281379,2.483944,0.2709056,2.400151,0.01638831,1.785466,1.707392
MYL9,JUNB,8.777417,1.67E-18,17.77658,-0.3174632,-2.732334,0.006288726,-2.201437,-2.201437
MYL9,FOS,7.949265,1.88E-15,14.72672,-0.4182841,-3.533692,0.000409799,-3.38743,-3.38743
MYL9,FOSL2,7.761875,8.37E-15,14.07736,0.3046011,2.212036,0.02696415,1.569213,1.569213
MYL9,ZNF711,2.609802,0.009059461,2.042898,0.3229177,2.357623,0.01839238,1.735362,1.564073
MYO1E,JUNB,8.565077,1.08E-17,16.96656,-0.2685137,-2.515397,0.01188985,-1.924824,-1.924824
MYO1E,FOS,7.163325,7.87E-13,12.10379,-0.3472314,-3.208314,0.001335155,-2.874468,-2.874468
MYO1E,FOSL1,7.039299,1.93E-12,11.71397,0.280291,2.315488,0.02058621,1.686424,1.686424
NPC1,JUNB,9.114575,7.90E-20,19.10249,-0.1981685,-2.184375,0.02893471,-1.538581,-1.538581
NPC1,FOS,7.224204,5.04E-13,12.29753,-0.2986697,-3.186984,0.001437649,-2.842347,-2.842347
NPC1,ATF4,2.708197,0.006764995,2.169733,0.2489934,2.276555,0.02281281,1.641821,1.531306
ODF2,KLF4,3.29204,0.000994636,3.002336,0.2881235,2.479954,0.01313993,1.881407,1.850119
P2RX7,JUND,8.252932,1.55E-16,15.81092,0.2400489,2.679248,0.007378779,2.132015,2.132015
P2RX7,JDP2,5.881741,4.06E-09,8.391504,0.2740729,3.054006,0.002258073,2.646262,2.646261
P2RX7,MXD1,2.97976,0.00288474,2.539893,0.2535374,2.827818,0.004686649,2.329138,2.121601
PAPLN,FOS,7.971039,1.57E-15,14.80314,-0.3102243,-2.916976,0.003534429,-2.451681,-2.451681
PAPLN,THRB,2.624202,0.008685219,2.061219,0.3504997,2.85426,0.004313727,2.365147,1.887345
PAPLN,MAF,2.54706,0.01086347,1.964031,-0.3329564,-3.115535,0.001836115,-2.7361,-1.896893
PCYT1A,FOS,7.816279,5.44E-15,14.26434,-0.3549538,-3.448684,0.000563325,-3.249241,-3.249241
PCYT1A,POU3F1,2.644451,0.008182357,2.087122,0.2858613,2.424646,0.01532333,1.814647,1.63115
PPM1E,FOS,7.396593,1.40E-13,12.85473,-0.2946545,-2.982969,0.002854668,-2.544444,-2.544444
PRR11,MSANTD3,2.341863,0.01918778,1.716975,-0.2794988,-2.600152,0.009318257,-2.030665,-1.547796
RNF168,FOS,4.827656,1.38E-06,5.85965,-0.1791229,-2.418145,0.01559986,-1.806879,-1.806841
RNF168,GLI3,3.75113,0.000176039,3.75439,0.2368253,2.611855,0.009005254,2.045504,2.037171
RNF168,CEBPB,3.663766,0.000248533,3.604615,0.2608267,2.9021,0.003706704,2.431012,2.402929
RNF168,MXD1,3.383673,0.00071523,3.145554,-0.1700635,-2.308591,0.02096629,-1.678478,-1.664211
RPL13A,KLF4,3.339491,0.000839321,3.076072,0.2851737,2.363083,0.01812361,1.741755,1.722443
RPS19,LYL1,2.906041,0.003660336,2.436479,0.3483183,3.089223,0.00200681,2.697494,2.247199
SLC29A3,FOS,7.679768,1.59E-14,13.79758,-0.2471858,-3.05017,0.00228712,-2.640711,-2.640711
SLC29A3,KLF8,3.08915,0.0020073,2.697388,0.2851408,3.082536,0.00205245,2.687727,2.391942
SLCO4A1,FOS,9.31248,1.25E-20,19.9035,-0.2285187,-2.549575,0.01078544,-1.967162,-1.967162
SLCO4A1,FOSL1,7.822363,5.18E-15,14.28533,0.2478632,2.416001,0.01569203,1.804321,1.804321
SLCO4A1,ATF4,3.099371,0.001939318,2.712351,0.232554,2.256425,0.02404404,1.618993,1.586085
SOGA1,POU3F1,3.270311,0.001074293,2.968877,-0.2168139,-2.389257,0.01688247,-1.772564,-1.746211
SULT1C2,FOS,6.018466,1.76E-09,8.754294,-0.2472004,-2.932066,0.003367147,-2.472738,-2.472738
SULT1C2,NR6A1,3.886475,0.000101711,3.992634,-0.2839091,-3.321416,0.00089562,-3.047876,-3.001201
SULT1C2,NR1H3,3.111219,0.001863166,2.729748,0.2721544,2.576461,0.009981743,2.000794,1.927151
SULT1C2,GLI3,2.732917,0.006277612,2.202206,0.2682004,2.534523,0.01126006,1.948459,1.757782
SULT1C2,ZNF480,2.491021,0.01273765,1.894911,-0.2157504,-2.598492,0.009363426,-2.028565,-1.657937
TLR2,FOSL1,7.757366,8.67E-15,14.06192,0.240731,2.424472,0.01533066,1.814439,1.814439
TLR2,FOS,7.676829,1.63E-14,13.78761,-0.2207022,-2.700099,0.006931877,-2.159149,-2.159149
TLR2,MSANTD3,2.407553,0.01605984,1.794259,0.2873568,2.942288,0.003257971,2.487053,1.71522
TUBB4B,KLF4,3.363826,0.000768699,3.114244,0.293099,2.518047,0.01180075,1.928091,1.900997
TUBB6,JDP2,4.335186,1.46E-05,4.836728,0.1732752,2.577641,0.00994774,2.002276,2.001647
TUBB6,JUND,3.348672,0.000812,3.090444,0.1865557,2.78542,0.005345851,2.271983,2.210877
TUBB6,NFE2L2,2.573164,0.01007736,1.996653,-0.1804316,-2.956232,0.003114227,-2.50665,-1.880738
UCHL1,FOS,7.115312,1.12E-12,11.9521,-0.2822664,-2.91734,0.003530312,-2.452187,-2.452187
UCHL1,ATF4,3.831409,0.000127412,3.894791,0.2903311,2.550074,0.01077002,1.967784,1.962731
UCHL1,MAF,3.018523,0.002540099,2.595149,-0.2169799,-2.293955,0.02179307,-1.661682,-1.61479
UCHL1,GLI3,2.582843,0.009798998,2.008818,0.2849285,2.498487,0.01247247,1.904048,1.654641
YWHAZ,JUNB,6.151845,7.66E-10,9.115847,-0.1874241,-2.870585,0.004097129,-2.38752,-2.38752
YWHAZ,FOS,5.39788,6.74E-08,7.171127,-0.1978236,-3.019026,0.002535891,-2.595869,-2.595858
YWHAZ,GLI3,4.174651,2.98E-05,4.525138,0.1671656,2.190753,0.02846969,1.545617,1.545175
YWHAZ,NR1H3,2.617766,0.008850749,2.05302,0.1965525,2.610215,0.009048526,2.043422,1.749112
ZDHHC19,FOS,5.453768,4.93E-08,7.307033,-0.2397468,-3.020911,0.002520153,-2.598573,-2.598565
ZDHHC19,ESR1,4.457952,8.27E-06,5.082251,-0.1672894,-2.214284,0.02680923,-1.571716,-1.571585
ZDHHC19,CEBPB,3.533769,0.000409679,3.387557,0.2562767,2.501034,0.01238312,1.90717,1.893207
ZDHHC19,GLI3,2.956312,0.003113425,2.506762,0.2418739,2.340696,0.01924783,1.715618,1.651669
ZDHHC19,ZEB2,2.202006,0.02766492,1.558071,-0.2323165,-2.938194,0.003301302,-2.481315,-1.510395
ZNF366,FOS,8.559926,1.13E-17,16.94715,-0.3142609,-3.282203,0.001029993,-2.987166,-2.987166
ZNF366,JUNB,8.55461,1.18E-17,16.92713,-0.2187218,-2.359823,0.01828364,-1.737937,-1.737937
ZNF366,ZNF711,3.709047,0.000208041,3.681852,0.2932107,2.582615,0.009805463,2.008532,1.999502
ACOT2,FOS,5.391961,6.97E-08,7.156811,-0.2532882,-2.765397,0.005685349,-2.245243,-2.245238
ACOT2,ATF4,4.377346,1.20E-05,4.920337,0.2512099,2.208886,0.02718257,1.565709,1.565523
ACOT2,MSANTD3,2.777255,0.005482017,2.26106,0.2805845,2.498515,0.01247149,1.904082,1.747508
ACOT2,KLF7,2.273769,0.0229799,1.638652,-0.3264374,-3.486638,0.000489133,-3.310573,-1.629713
ADRA2B,GLI3,4.194654,2.73E-05,4.563378,0.2455812,2.637039,0.008363321,2.077621,2.076216
ADRA2B,CEBPB,3.289297,0.001004378,2.998103,0.2452334,2.633001,0.008463399,2.072455,2.024142
ADRA2B,KLF8,2.855394,0.004298346,2.366699,0.2919523,3.175384,0.001496385,2.824957,2.237449
ADRA2B,TRPS1,2.422697,0.01540576,1.812317,-0.3646008,-4.446859,8.71E-06,-5.059808,-1.812075
ARHGAP33,KLF4,3.287859,0.001009525,2.995883,0.2549714,2.181535,0.02914384,1.535453,1.521088
ASB2,FOS,8.105326,5.26E-16,15.27898,-0.3029142,-3.084494,0.00203899,-2.690585,-2.690585
ASB2,FOSL1,7.042686,1.89E-12,11.72453,0.2928204,2.495463,0.01257928,1.900344,1.900344
ASB2,KLF8,2.701894,0.006894579,2.161492,0.3174288,2.725958,0.006411512,2.19304,1.877395
B4GALT5,FOSL2,7.481362,7.36E-14,13.13338,0.2631428,2.180837,0.02919547,1.534684,1.534684
B4GALT5,FOS,7.314678,2.58E-13,12.58838,-0.2532007,-2.564777,0.01032422,-1.986143,-1.986143
BCAT1,FOS,9.553404,1.26E-21,20.90134,-0.2289092,-2.375133,0.01754265,-1.755905,-1.755905
BCAT1,FOSL1,8.712216,2.98E-18,17.5258,0.2918492,2.71746,0.006578519,2.181872,2.181872
BCAT1,ATF4,3.500478,0.000464425,3.333084,0.2600847,2.406829,0.01609171,1.793398,1.781237
BHLHE41,FOS,6.82226,8.96E-12,11.0476,-0.2997263,-3.226272,0.00125414,-2.901654,-2.901654
BHLHE41,GLI3,2.601784,0.009274014,2.032732,0.2541536,2.307405,0.02103224,1.677114,1.521272
BHLHE41,ZNF480,2.437593,0.01478543,1.830166,-0.2792925,-3.022124,0.00251008,-2.600312,-1.763
BHLHE41,MAF,2.324411,0.02010347,1.696729,-0.2850373,-3.079519,0.002073355,-2.683326,-1.654918
C1orf21,JUND,6.542343,6.06E-11,10.2178,0.3437771,3.285087,0.001019511,2.991608,2.991608
C1orf21,FOSL1,6.541411,6.09E-11,10.21509,0.2371941,2.243712,0.02485095,1.604657,1.604657
C1orf21,BACH1,5.838487,5.27E-09,8.27838,-0.2293542,-2.314719,0.02062831,-1.685536,-1.685536
C1orf21,ATF4,3.429642,0.000604378,3.218691,0.2543124,2.410967,0.01591027,1.798322,1.782384
CAMK2B,FOS,9.65157,4.84E-22,21.31507,-0.2467245,-3.222898,0.001269009,-2.896535,-2.896535
CLVS1,FOS,6.812055,9.62E-12,11.01676,-0.2507713,-2.921845,0.003479647,-2.458465,-2.458465
CLVS1,ZNF480,2.870066,0.004103863,2.386807,-0.2515316,-2.929971,0.003389939,-2.469808,-2.126105
CLVS1,CEBPD,2.613331,0.008966452,2.047379,-0.2372335,-2.777165,0.005483525,-2.26094,-1.841613
CLVS1,GLI3,2.571741,0.01011885,1.994869,0.2434799,2.360252,0.01826251,1.73844,1.549804
CLVS1,NR6A1,2.449681,0.01429828,1.844716,-0.2405013,-2.812088,0.0049221,-2.30785,-1.717831
COL5A3,FOS,10.20484,1.89E-24,23.7244,-0.1299897,-2.216119,0.02668332,-1.57376,-1.57376
COL5A3,CREB3,2.474907,0.01332708,1.875265,0.2161907,2.805983,0.005016326,2.299614,1.738106
CRABP2,FOS,7.398024,1.38E-13,12.85941,-0.244547,-2.521282,0.01169281,-1.932081,-1.932081
CRABP2,NR6A1,3.610941,0.000305088,3.515575,-0.3339826,-3.344,0.000825797,-3.083127,-2.946678
CRABP2,GLI3,3.455744,0.000548776,3.260605,0.2644688,2.161158,0.03068317,1.5131,1.505635
CRABP2,ZNF480,2.422682,0.0154064,1.812299,-0.2451469,-2.526801,0.01151068,-1.938899,-1.572843
DUSP13,FOS,8.307478,9.78E-17,16.00985,-0.3293333,-3.287591,0.001010486,-2.99547,-2.99547
DUSP13,KLF7,3.764846,0.000166652,3.77819,-0.3555526,-3.531768,0.000412791,-3.38427,-3.237041
DUSP13,ESR1,3.524185,0.000424787,3.371829,-0.2364029,-2.42214,0.01542941,-1.811651,-1.800035
DUSP13,KLF4,3.481335,0.000498921,3.301968,-0.2482745,-2.532699,0.01131882,-1.946199,-1.927673
DUSP13,GLI3,2.970888,0.002969405,2.527331,0.2778672,2.367203,0.01792311,1.746587,1.681117
DUSP13,NR6A1,2.840724,0.004501118,2.34668,-0.2890394,-2.912338,0.003587337,-2.445228,-2.093002
DUSP13,KLF2,2.471189,0.01346646,1.870746,-0.2637698,-2.677005,0.007428346,-2.129108,-1.682046
DUSP13,MAF,2.235241,0.02540152,1.59514,-0.339103,-3.378575,0.000728625,-3.137496,-1.583166
