TableS4 TF-DORC pairs with strong cis-regulations,,,,,,,,,
DORC,TF,Enrichment.Z,Enrichment.P,Enrichment.log10P,Corr,Corr.Z,Corr.P,Corr.log10P,Score
SLC27A3,NR6A1,3.371489,0.00074763,3.126313,-0.2978322,-2.896167,0.003777515,-2.422794,-2.344639
SLC27A3,CEBPD,2.377047,0.01745185,1.758159,-0.2555712,-2.517515,0.0118186,-1.927434,-1.536642
ST14,FOS,10.45489,1.39E-25,24.8565,-0.1632802,-2.467769,0.01359582,-1.866595,-1.866595
ST14,JUNB,9.303705,1.36E-20,19.86763,-0.1486694,-2.267281,0.02337306,-1.631284,-1.631284
ST14,NFE2L2,2.758927,0.005799149,2.236636,-0.1745595,-2.622541,0.00872768,-2.059101,-1.839345
ST14,FOXO3,2.662718,0.007751224,2.11063,-0.1496586,-2.280855,0.02255704,-1.646718,-1.520952
SYN3,FOS,7.147053,8.87E-13,12.05227,-0.2574062,-2.70245,0.006883056,-2.162219,-2.162219
SYN3,ZNF480,3.689004,0.000225134,3.64756,-0.3006569,-3.113553,0.001848495,-2.733182,-2.683356
SYN3,MITF,3.491315,0.00048065,3.318171,0.3325354,2.905007,0.003672453,2.435044,2.381812
SYN3,GLI3,3.103013,0.001915615,2.717692,0.2967378,2.564747,0.01032511,1.986105,1.912895
SYN3,NR4A3,3.043148,0.002341172,2.630567,0.2816569,2.421402,0.01546079,1.810768,1.750416
SYN3,BATF,3.022044,0.002510739,2.600198,-0.2194307,-2.341489,0.01920701,-1.71654,-1.664151
SYN3,NR6A1,2.979295,0.002889122,2.539234,-0.2534194,-2.664555,0.007709026,-2.113001,-1.975684
SYN3,NR1H3,2.498167,0.01248374,1.903655,0.3511229,3.081683,0.00205834,2.686483,1.838142
TBC1D2,CEBPB,3.990337,6.60E-05,4.180591,0.2988512,3.106245,0.001894796,2.722437,2.7076
TBC1D2,FOS,3.77595,0.000159399,3.797515,-0.1628057,-2.211077,0.02703047,-1.568146,-1.565662
TBC1D2,GLI3,3.153924,0.001610913,2.792928,0.2265446,2.273425,0.02300059,1.638261,1.609516
TBC1D2,THRA,3.00807,0.002629122,2.580189,0.2376388,2.401206,0.01634113,1.786718,1.722911
TNFRSF11A,BACH1,2.769815,0.005608819,2.251129,-0.238817,-2.652073,0.007999925,-2.096914,-1.867616
TNFRSF11A,JUND,2.457002,0.01401018,1.853556,0.2883921,3.00268,0.002676137,2.572492,1.778617
TNFRSF11A,FOXO3,2.412902,0.01582608,1.800627,-0.2362601,-2.624647,0.00867388,-2.061787,-1.613275
TNFRSF11A,NFE2L2,2.378954,0.01736183,1.760405,-0.2893964,-3.194579,0.001400351,-2.853763,-1.72728
TNFSF14,FOS,9.102734,8.81E-20,19.05509,-0.3064526,-2.907161,0.003647249,-2.438035,-2.438035
TNFSF14,FOSL1,8.105607,5.25E-16,15.27998,0.2864281,2.263435,0.0236089,1.626924,1.626924
TPM4,JUND,4.206174,2.60E-05,4.585478,0.2195022,2.783976,0.005369699,2.27005,2.267966
TPM4,JDP2,3.819713,0.000133607,3.87417,0.2037772,2.582991,0.009794775,2.009006,2.003179
TPM4,FOSL1,3.693011,0.000221614,3.654403,0.174142,2.204216,0.02750919,1.560522,1.557133
TPM4,BACH1,2.980629,0.002876574,2.541124,-0.1711118,-2.20856,0.02720527,-1.565347,-1.522827
TPM4,NFE2L2,2.849373,0.004380554,2.358471,-0.2018318,-2.6012,0.009289835,-2.031992,-1.865514
UGCG,FOS,6.408649,1.47E-10,9.83323,-0.3098991,-3.327074,0.000877629,-3.056689,-3.056689
UGCG,JUNB,6.287143,3.23E-10,9.490312,-0.2423959,-2.616285,0.008889235,-2.051136,-2.051136
UGCG,JDP2,5.448943,5.07E-08,7.29525,0.25672,2.63927,0.008308489,2.080478,2.080475
UGCG,FOSL2,5.378032,7.53E-08,7.12318,0.2230867,2.28512,0.02230579,1.651582,1.651581
UGCG,FOSL1,5.330418,9.80E-08,7.008831,0.2165867,2.216677,0.02664519,1.574381,1.57438
UGCG,BACH2,3.399783,0.000674394,3.171086,0.2308222,2.366573,0.01795362,1.745848,1.730116
UGCG,CREB5,2.324139,0.02011805,1.696414,0.3414175,3.531111,0.000413817,3.383191,1.687748
ADARB1,JUND,10.80246,3.35E-27,26.47484,0.2226122,2.414064,0.01577571,1.802011,1.802011
ADARB1,FOS,10.09551,5.78E-24,23.23785,-0.1927126,-2.316715,0.02051925,-1.687839,-1.687839
ADARB1,FOSL1,9.50713,1.96E-21,20.70776,0.2231862,2.420602,0.01549483,1.809813,1.809813
ADARB1,AHR,2.798259,0.005137892,2.289215,-0.2441484,-2.902597,0.003700825,-2.431701,-2.054546
ASAP2,JUNB,10.08246,6.60E-24,23.18014,-0.2069532,-2.261594,0.02372251,-1.624839,-1.624839
ASAP2,FOS,8.891903,6.01E-19,18.22134,-0.3307522,-3.480494,0.00050049,-3.300605,-3.300605
ASAP2,MSANTD3,2.399098,0.01643551,1.784217,0.289863,2.629959,0.008539509,2.068567,1.604942
ATP6V0D2,FOS,6.938151,3.97E-12,11.40092,-0.1923595,-2.361075,0.01822204,-1.739403,-1.739403
ATP6V0D2,GLI3,3.933807,8.36E-05,4.077737,0.2544037,2.57073,0.01014844,1.993601,1.990073
ATP6V0D2,CEBPB,3.862197,0.000112372,3.949343,0.2288994,2.289188,0.02206844,1.656228,1.654071
ATP6V0D2,POU3F1,2.747773,0.006000146,2.221838,0.2811339,2.865803,0.004159526,2.380956,1.994188
ATP6V0D2,POU2F1,2.509913,0.0120761,1.918073,-0.2125138,-2.583557,0.009778725,-2.009718,-1.662806
ATP6V0D2,NR6A1,2.1904,0.02849524,1.545228,-0.2775358,-3.301333,0.000962266,-3.016705,-1.531208
BCAR3,FOS,8.973962,2.86E-19,18.54358,-0.3250559,-3.33516,0.000852502,-3.069304,-3.069304
BCAR3,ATF4,5.369428,7.90E-08,7.102446,0.2515554,2.151056,0.03147178,1.502079,1.502078
BCAR3,ZBTB20,2.604537,0.009199857,2.036219,-0.2399895,-2.525789,0.01154388,-1.937648,-1.685342
C1orf226,FOS,7.574298,3.61E-14,13.4424,-0.232989,-2.583367,0.009784112,-2.009479,-2.009479
C1orf226,GLI3,3.844405,0.000120845,3.91777,0.2815645,2.500544,0.01240027,1.906569,1.902409
C1orf226,NR6A1,2.569476,0.01018526,1.992028,-0.2652303,-2.901919,0.003708842,-2.430762,-1.858352
CD93,ZBTB1,2.794255,0.00520194,2.283835,-0.2117547,-2.283202,0.02241847,-1.649394,-1.560607
CD93,YBX1,2.584862,0.009741795,2.011361,0.256782,2.753259,0.005900519,2.22911,1.807298
CD93,NFE2L2,2.515356,0.01189121,1.924774,-0.247073,-2.66285,0.007748188,-2.1108,-1.708914
COL6A2,FOS,11.34656,7.71E-30,29.11272,-0.2108736,-2.556214,0.01058182,-1.97544,-1.97544
COL6A2,ZNF704,2.452762,0.0141764,1.848434,-0.2071412,-2.514612,0.01191635,-1.923857,-1.586301
COL6A2,ZBTB20,2.275591,0.02287048,1.640725,-0.2238875,-2.701266,0.006907613,-2.160672,-1.528413
CXXC5,JUNB,11.69247,1.39E-31,30.85614,-0.2287874,-2.289642,0.0220421,-1.656747,-1.656747
CXXC5,FOS,10.90551,1.08E-27,26.96462,-0.3557515,-3.436722,0.000588799,-3.230033,-3.230033
CXXC5,TRPS1,2.90351,0.003690057,2.432967,-0.4528914,-4.31435,1.60E-05,-4.795681,-2.431094
CXXC5,THRB,2.82488,0.004729829,2.325155,0.3518485,2.95622,0.00311435,2.506633,2.106269
DOCK5,JUNB,10.74807,6.05E-27,26.21813,-0.185538,-2.218914,0.02649254,-1.576876,-1.576876
DOCK5,FOS,10.74157,6.49E-27,26.18754,-0.2027564,-2.412021,0.01586437,-1.799577,-1.799577
DOCK5,JUND,10.2875,8.02E-25,24.09564,0.2148421,2.271406,0.02312241,1.635967,1.635967
DOCK5,FOSL1,9.530595,1.56E-21,20.80581,0.236736,2.516949,0.01183759,1.926737,1.926737
DOCK5,ATF4,3.270362,0.0010741,2.968955,0.2738081,2.932719,0.003360078,2.473651,2.353541
DUSP2,FOS,6.338837,2.32E-10,9.635439,-0.1951357,-2.270162,0.02319775,-1.634554,-1.634554
DUSP2,KLF7,2.355776,0.01848408,1.733202,-0.2913089,-3.264228,0.001097627,-2.959545,-1.7086
DUSP2,KLF8,2.353721,0.01858657,1.730801,0.3123809,2.975634,0.00292384,2.534046,1.66845
ECE1,KLF7,2.478828,0.01318148,1.880036,-0.2714108,-2.947259,0.003206042,-2.494031,-1.786608
ECM1,POU3F1,3.293655,0.000988938,3.004831,-0.2136286,-2.238044,0.02521817,-1.598286,-1.581994
ETS1,JDP2,4.146246,3.38E-05,4.471121,0.2905205,2.549839,0.01077728,1.967491,1.966146
ETS1,NR3C1,3.417063,0.000633006,3.198592,-0.2755558,-2.46663,0.01363913,-1.865213,-1.845774
ETS1,NFE2L2,2.259828,0.02383192,1.622841,-0.300562,-2.688231,0.007183171,-2.143684,-1.510831
ETV5,JUNB,7.671831,1.70E-14,13.77068,-0.2044019,-2.62605,0.00863821,-2.063576,-2.063576
ETV5,FOS,6.758098,1.40E-11,10.85445,-0.2196736,-2.806726,0.005004785,-2.300615,-2.300615
ETV5,ATF4,2.84595,0.004427917,2.353801,0.2243237,2.446103,0.01444096,1.840404,1.725728
GJA5,FOS,5.647922,1.62E-08,7.789417,-0.2537169,-3.128132,0.001759212,-2.754682,-2.754678
GJA5,POU3F1,2.9046,0.003677224,2.43448,0.3078231,3.257832,0.001122668,2.949749,2.319142
GJA5,ZNF480,2.49331,0.01265584,1.897709,-0.2076466,-2.60421,0.009208623,-2.035805,-1.662582
GJA5,CEBPD,2.265356,0.02349085,1.629101,-0.214106,-2.677668,0.007413673,-2.129967,-1.512432
GPD1,FOS,6.585553,4.53E-11,10.34371,-0.2315641,-2.814066,0.004891919,-2.310521,-2.310521
GPD1,CEBPD,2.946987,0.003208867,2.493648,-0.1997725,-2.455673,0.01406211,-1.85195,-1.763819
GPD1,GLI3,2.276138,0.02283775,1.641347,0.2751093,2.89777,0.003758256,2.425014,1.576587
GPD1,NR6A1,2.191622,0.02840681,1.546578,-0.2440099,-2.95437,0.003133077,-2.504029,-1.502367
HAAO,FOS,6.788972,1.13E-11,10.94717,-0.2010683,-2.477697,0.01322333,-1.878659,-1.878659
HAAO,MAF,2.61952,0.008805365,2.055253,-0.1837652,-2.289993,0.02202172,-1.657149,-1.513808
HAAO,ATF4,2.481849,0.01307026,1.883716,0.2462539,2.374883,0.01755453,1.755611,1.517193
HAAO,TRPS1,2.192559,0.0283392,1.547612,-0.3656948,-4.263577,2.01E-05,-4.696415,-1.547313
HSPG2,FOS,7.675895,1.64E-14,13.78445,-0.2259164,-2.756671,0.00583931,-2.233638,-2.233638
HSPG2,NR6A1,2.479031,0.01317398,1.880283,-0.2430967,-2.951587,0.003161457,-2.500113,-1.787978
ID2,RFX5,2.942235,0.003258527,2.486979,0.1907427,2.333123,0.01964167,1.706822,1.641376
IFITM10,FOS,6.824573,8.82E-12,11.0546,-0.2740591,-3.436928,0.000588351,-3.230364,-3.230364
IFITM10,JUNB,5.82164,5.83E-09,8.234532,-0.2333229,-2.951604,0.003161285,-2.500136,-2.500136
IL1B,JUND,6.219105,5.00E-10,9.30103,0.332702,3.228835,0.001242956,2.905544,2.905544
IL1B,FOSL1,6.085767,1.16E-09,8.935786,0.2541064,2.450052,0.01428358,1.845163,1.845163
IL1B,JDP2,4.496481,6.91E-06,5.160601,0.2394903,2.305224,0.02115402,1.674607,1.674468
IL1B,RUNX1,2.549237,0.0107959,1.966741,0.255726,2.4661,0.01365933,1.864571,1.614255
INSM1,JUNB,6.552716,5.65E-11,10.24795,-0.1747046,-2.741968,0.006107227,-2.214156,-2.214156
INSM1,FOS,6.307758,2.83E-10,9.548051,-0.2116554,-3.259627,0.001115588,-2.952496,-2.952496
INSM1,NR4A2,3.328088,0.000874442,3.058269,-0.1470693,-2.354815,0.01853192,-1.732079,-1.712419
INSM1,TRPS1,3.323151,0.000890067,3.050577,-0.2259031,-3.459228,0.000541727,-3.266219,-2.844266
ITGB3,FOS,6.823389,8.89E-12,11.05101,-0.2740109,-3.013955,0.002578657,-2.588606,-2.588606
ITGB3,ATF4,4.080872,4.49E-05,4.348073,0.2585147,2.259626,0.02384444,1.622613,1.621816
ITGB3,TRPS1,3.681259,0.000232085,3.634353,-0.4530697,-4.787168,1.69E-06,-5.771724,-3.6312
ITGB3,ZNF711,3.426393,0.000611654,3.213494,0.2664978,2.338683,0.01935185,1.713277,1.700021
ITGB3,KLF8,3.298182,0.00097313,3.011829,0.2703537,2.376868,0.01746034,1.757947,1.734793
KCNQ4,FOS,6.71909,1.83E-11,10.73787,-0.2049264,-2.520379,0.01172286,-1.930966,-1.930966
KIF20B,RREB1,2.578482,0.009923539,2.003333,-0.3144586,-3.156787,0.00159518,-2.79719,-1.939193
LINC01366,FOS,4.208992,2.57E-05,4.590892,-0.1210548,-2.204055,0.02752044,-1.560345,-1.559951
LINC01366,BACH1,2.837332,0.004549225,2.342063,-0.1267592,-2.297909,0.02156698,-1.666211,-1.584725
MCOLN3,FOS,8.205987,2.29E-16,15.64073,-0.2513792,-2.806301,0.005011381,-2.300043,-2.300043
MCOLN3,ATF4,4.939582,7.83E-07,6.106292,0.2535958,2.385035,0.01707747,1.767576,1.767557
MCOLN3,KLF7,2.388281,0.01692737,1.77141,-0.279551,-3.095918,0.001962049,-2.70729,-1.724546
MCOLN3,CEBPD,2.253665,0.02421728,1.615875,-0.2554996,-2.848661,0.004390367,-2.357499,-1.545135
MDK,FOS,5.325423,1.01E-07,6.99689,-0.1681477,-2.356688,0.01843874,-1.734269,-1.734266
MDK,CEBPB,4.70561,2.53E-06,5.596694,0.2569739,2.730421,0.006325347,2.198916,2.198743
MDK,GLI3,4.09075,4.30E-05,4.366552,0.235921,2.478498,0.0131937,1.879633,1.878239
MDK,KLF7,3.085516,0.002031995,2.692077,-0.2372783,-3.183922,0.001452943,-2.837751,-2.458173
MELTF,JUND,10.10055,5.49E-24,23.26016,0.2917312,2.990779,0.002782665,2.555539,2.555539
MELTF,JDP2,8.612916,7.12E-18,17.14736,0.2177141,2.209535,0.02713744,1.566431,1.566431
MELTF,NFE2L2,4.719574,2.36E-06,5.626464,-0.2259974,-2.473804,0.01336831,-1.873923,-1.873848
MEP1A,CEBPB,5.548456,2.88E-08,7.540302,0.1995963,2.254093,0.02419034,1.616358,1.616357
MEP1A,FOS,4.377422,1.20E-05,4.920488,-0.1887204,-2.766789,0.005661133,-2.247097,-2.246182
MEP1A,NR4A2,3.572367,0.000353769,3.451281,-0.1589267,-2.381561,0.01723945,-1.763476,-1.754805
MEP1A,GLI3,3.176411,0.001491095,2.826495,0.2004445,2.26506,0.02350901,1.628766,1.602667
MEP1A,KLF8,2.194149,0.02822468,1.549371,0.2794497,3.286586,0.001014098,2.99392,1.534466
MIR3142HG,NR6A1,4.192635,2.76E-05,4.559512,-0.3227241,-3.90265,9.51E-05,-4.021612,-3.911099
MIR3142HG,GLI3,3.620441,0.000294102,3.531503,0.2570013,2.575902,0.00999789,2.000092,1.987625
MIR3142HG,CEBPB,3.375856,0.000735865,3.133202,0.2340882,2.319843,0.02034935,1.691449,1.676331
MIR3142HG,JDP2,3.332181,0.000861682,3.064653,-0.2820719,-3.448353,0.000564016,-3.248708,-2.84612
MIR3142HG,POU3F1,3.304969,0.00094987,3.022336,0.2697793,2.718699,0.006553924,2.183499,2.12508
MIR3142HG,GLIS3,3.103597,0.001911837,2.718549,-0.2153434,-2.702647,0.006878969,-2.162477,-2.056622
MRAS,JUNB,8.677602,4.04E-18,17.3934,-0.1969641,-2.308168,0.02098982,-1.677991,-1.677991
MRAS,FOS,7.435396,1.04E-13,12.9819,-0.3084536,-3.497257,0.000470069,-3.327838,-3.327838
MRAS,NR1H3,2.479221,0.01316696,1.880515,0.242222,2.375966,0.01750309,1.756885,1.516561
MYO1D,KLF8,3.300213,0.000966113,3.014972,0.2614561,3.03557,0.002400814,2.619641,2.473066
MYO1D,CREB3,2.563325,0.01036749,1.984327,0.2059296,2.343547,0.01910137,1.718935,1.533565
OCSTAMP,FOS,9.008607,2.09E-19,18.6805,-0.3103597,-2.979813,0.002884241,-2.539968,-2.539968
OCSTAMP,FOSL1,7.728926,1.08E-14,13.96474,0.2724476,2.3196,0.02036251,1.691169,1.691169
OCSTAMP,THRB,2.626873,0.008617348,2.064626,0.4015493,3.493509,0.000476716,3.32174,2.041438
PPARG,FOSL2,9.517047,1.78E-21,20.74917,0.2633703,2.164112,0.03045576,1.516331,1.516331
PPARG,FOS,7.695778,1.41E-14,13.85191,-0.35679,-3.399341,0.000675485,-3.170384,-3.170384
PPARG,TRPS1,2.22014,0.0264093,1.578243,-0.3789365,-3.598016,0.000320654,-3.493964,-1.573139
RAPGEF1,FOS,9.320215,1.16E-20,19.93515,-0.3001234,-3.453175,0.000554029,-3.256468,-3.256468
RAPGEF1,JUNB,9.031465,1.69E-19,18.77112,-0.1890522,-2.227397,0.02592076,-1.586352,-1.586352
RAPGEF1,THRB,2.952987,0.003147154,2.502082,0.3198959,3.38934,0.000700611,3.154523,2.41504
RAPGEF1,ZNF331,2.330112,0.01980024,1.70333,-0.2706579,-3.127996,0.001760026,-2.754481,-1.667048
RGCC,FOSL1,7.79389,6.50E-15,14.18724,0.2334005,2.854317,0.004312943,2.365226,2.365226
RGCC,ESRRA,2.504899,0.01224863,1.911912,0.2260514,2.761615,0.005751629,2.240209,1.746424
RGS16,SMAD9,2.524494,0.01158649,1.936048,0.2116345,2.362361,0.01815893,1.74091,1.529663
RGS16,NR6A1,2.288511,0.02210778,1.655455,-0.2337529,-3.132741,0.001731823,-2.761496,-1.623399
RND3,FOS,8.910361,5.09E-19,18.29357,-0.2620012,-2.389545,0.01686927,-1.772904,-1.772904
RND3,JUNB,8.615143,6.99E-18,17.15581,-0.2372969,-2.168933,0.03008779,-1.52161,-1.52161
RND3,JDP2,7.991245,1.34E-15,14.87425,0.3584975,3.151558,0.001624018,2.789409,2.789409
RND3,JUND,7.815441,5.48E-15,14.26145,0.2551301,2.228479,0.02584858,1.587563,1.587563
RND3,FOSL1,7.198828,6.07E-13,12.21658,0.2548773,2.226221,0.02599935,1.585037,1.585037
RND3,SHOX2,2.490488,0.01275677,1.894259,0.2918779,2.556639,0.01056887,1.975971,1.634684
RND3,CREB5,2.234525,0.02544852,1.594337,0.4793964,4.231195,2.32E-05,4.633664,1.593951
ROR1,JUNB,7.672167,1.69E-14,13.77182,-0.2249142,-2.246516,0.02467096,-1.607814,-1.607814
ROR1,FOS,6.925648,4.34E-12,11.36252,-0.3272445,-3.177193,0.001487081,-2.827665,-2.827665
ROR1,KLF8,2.727415,0.006383266,2.194957,0.3005622,2.532601,0.01132196,1.946078,1.753675
RPL28,MSANTD3,2.620876,0.00877042,2.05698,-0.2454126,-2.595908,0.009434125,-2.025298,-1.741799
RTN4R,FOS,6.584267,4.57E-11,10.33995,-0.290289,-3.039379,0.002370661,-2.625131,-2.625131
RTN4R,ZNF480,3.996227,6.44E-05,4.191384,-0.2343685,-2.502498,0.01233203,-1.908965,-1.906733
RTN4R,GLI3,3.911242,9.18E-05,4.037049,0.2706136,2.345731,0.01898982,1.721479,1.719424
RTN4R,NR6A1,3.047755,0.002305576,2.637221,-0.3000799,-3.13338,0.001728058,-2.762442,-2.394733
RTN4R,MITF,2.84136,0.004492152,2.347546,0.2765976,2.403182,0.01625311,1.789064,1.684612
RTN4R,CEBPD,2.320768,0.02029937,1.692517,-0.2947933,-3.082624,0.002051839,-2.687857,-1.651509
SLC20A1,FOSL2,10.93831,7.56E-28,27.1215,0.2288758,2.31948,0.02036902,1.69103,1.69103
SLC20A1,FOS,10.73197,7.20E-27,26.14242,-0.2233572,-2.546018,0.01089595,-1.962735,-1.962735
SLC20A1,FOSL1,9.877357,5.22E-23,22.2824,0.2591949,2.645679,0.008152722,2.088697,2.088697
SLC25A48,FOS,8.189976,2.61E-16,15.5829,-0.2644075,-2.982093,0.002862847,-2.543202,-2.543202
SLC25A48,ZNF480,3.495728,0.00047277,3.32535,-0.2094739,-2.40527,0.01616054,-1.791544,-1.779221
SLC7A8,FOS,3.297846,0.000974294,3.01131,-0.1963704,-2.569653,0.01018003,-1.992251,-1.952943
SLC7A8,BACH2,2.700264,0.006928441,2.159364,0.1849557,2.292066,0.02190185,1.659519,1.542443
SLC7A8,JUNB,2.650311,0.00804178,2.094648,-0.2134888,-2.787905,0.005305005,-2.275314,-1.876014
SLC7A8,JDP2,2.475526,0.01330402,1.876017,0.2027653,2.519129,0.01176455,1.929425,1.60359
SRC,FOS,9.283495,1.64E-20,19.78513,-0.2752125,-3.081361,0.00206057,-2.686013,-2.686013
ST5,JUND,10.295,7.42E-25,24.1295,0.2389209,2.895781,0.003782167,2.422259,2.422259
ST5,FOSL1,8.810772,1.24E-18,17.90557,0.1911516,2.302564,0.0213034,1.671551,1.671551
ST5,ATF4,3.98466,6.76E-05,4.170202,0.1961319,2.364412,0.01805874,1.743313,1.74172
ST5,RUNX1,2.202541,0.02762711,1.558665,0.2559097,3.106755,0.001891533,2.723186,1.530673
TCF19,KLF4,3.166045,0.001545271,2.810995,0.2769857,2.313076,0.02071849,1.683642,1.653027
TGFBR1,FOS,7.661833,1.83E-14,13.73684,-0.2770197,-3.054892,0.002251418,-2.647544,-2.647544
TGFBR1,ATF4,4.266274,1.99E-05,4.701662,0.2638101,2.419092,0.01555932,1.808009,1.807464
TGFBR1,POU3F1,2.6966,0.00700513,2.154584,0.2500322,2.279638,0.02262915,1.645332,1.530535
TGFBR1,GLI3,2.494265,0.01262181,1.898878,0.2626585,2.407435,0.01606501,1.794119,1.545398
TNKS1BP1,JUNB,9.900318,4.15E-23,22.382,-0.2162589,-2.44937,0.01431065,-1.844341,-1.844341
TNKS1BP1,FOS,9.084234,1.04E-19,18.98117,-0.3163806,-3.485933,0.000490424,-3.309428,-3.309428
TNKS1BP1,ATF4,4.517535,6.26E-06,5.203677,0.244784,2.323821,0.02013507,1.696047,1.695915
TNKS1BP1,TRPS1,3.116581,0.001829613,2.737641,-0.3949736,-4.299609,1.71E-05,-4.76675,-2.733606
TNKS1BP1,KLF7,2.612547,0.00898703,2.046384,-0.2764768,-3.072808,0.002120547,-2.673552,-1.955126
TXNRD1,FOS,8.055494,7.92E-16,15.1015,-0.304298,-3.163363,0.001559575,-2.806994,-2.806994
UPP1,FOS,8.097898,5.59E-16,15.25246,-0.2731772,-3.050827,0.002282118,-2.641662,-2.641662
UPP1,FOSL1,6.758368,1.40E-11,10.85526,0.2276469,2.188839,0.02860851,1.543505,1.543505
WARS,FOS,4.036725,5.42E-05,4.265981,-0.2024732,-2.590504,0.009583557,-2.018473,-2.016047
WARS,CEBPB,3.336948,0.000847037,3.072098,0.2455132,2.461828,0.01382308,1.859395,1.833913
WARS,GLI3,2.337504,0.01941299,1.711908,0.2698236,2.735999,0.006219127,2.206271,1.593266
ZC3H12C,JUNB,9.466216,2.90E-21,20.53735,-0.2639326,-2.571882,0.01011473,-1.995046,-1.995046
ZC3H12C,FOS,8.791198,1.48E-18,17.82982,-0.3533527,-3.377186,0.000732314,-3.135302,-3.135302
ZMIZ1,FOS,12.32895,6.33E-35,34.19881,-0.3643634,-3.093845,0.001975809,-2.704255,-2.704255
ZMIZ1,JUNB,11.64597,2.41E-31,30.61874,-0.2551654,-2.213683,0.02685061,-1.571046,-1.571046
ZMIZ1,FOSL2,11.55899,6.65E-31,30.17727,0.3532044,2.689922,0.007146883,2.145883,2.145883
ZMIZ1,FOSL1,9.99545,1.60E-23,22.79707,0.3531896,2.689802,0.007149435,2.145728,2.145728
ZMIZ1,THRB,2.829102,0.004667883,2.33088,0.3674588,2.804815,0.005034541,2.29804,2.014173
ZNF714,CEBPB,3.391401,0.000695364,3.157788,0.2723572,2.85776,0.004266423,2.369936,2.304622
ZNF714,MXD1,2.800293,0.005105632,2.291951,-0.2742705,-3.594026,0.000325607,-3.487306,-2.265234
ABCG2,FOS,9.0485,1.45E-19,18.83879,-0.227131,-2.556641,0.01056882,-1.975973,-1.975973
ABCG2,ZNF480,3.298974,0.000970388,3.013055,-0.2302267,-2.588316,0.009644658,-2.015713,-1.974461
ABCG2,GLI3,3.198143,0.001383158,2.859128,0.2630762,2.459028,0.01393139,1.856006,1.815443
ABCG2,KLF13,3.141726,0.001679551,2.774807,-0.2244113,-2.528814,0.01144487,-1.941389,-1.882556
ABCG2,KLF7,3.037934,0.002382061,2.623047,-0.2778697,-3.075786,0.002099482,-2.677888,-2.349057
AC093802.1,FOS,5.873253,4.27E-09,8.36924,-0.2148559,-2.634879,0.008416739,-2.074856,-2.074856
AC093802.1,CEBPB,4.420684,9.84E-06,5.007054,0.2161437,2.175679,0.02957925,1.529013,1.528873
AC093802.1,GLI3,3.047851,0.002304845,2.637358,0.2813298,2.903247,0.003693154,2.432603,2.22261
AC093802.1,ZNF480,2.71219,0.00668402,2.174962,-0.2682834,-3.231204,0.0012327,-2.909143,-2.101907
AC093802.1,ZNF711,2.684172,0.007270962,2.138408,0.2512963,2.568031,0.0102278,1.990218,1.758842
AC093802.1,NR6A1,2.683312,0.007289703,2.13729,-0.2906406,-3.480741,0.000500028,-3.301005,-2.108681
ACSS2,FOS,5.339282,9.33E-08,7.030046,-0.1874457,-2.507513,0.01215842,-1.915123,-1.915119
ACSS2,JDP2,3.96768,7.26E-05,4.139209,-0.1877642,-2.511298,0.01202881,-1.919777,-1.917196
ACSS2,THRA,2.846561,0.00441942,2.354635,0.212446,2.245046,0.02476517,1.606159,1.536478
ACSS2,GLI3,2.41692,0.01565246,1.805418,0.2288054,2.439471,0.01470879,1.832423,1.520986
ACSS2,NR6A1,2.341937,0.01918398,1.717061,-0.2860237,-3.679075,0.000234082,-3.630633,-1.711895
ACSS2,POU3F1,2.169665,0.03003222,1.522413,0.2929672,3.20201,0.001364722,2.864956,1.50368
ADK,RREB1,2.931144,0.003377163,2.471448,-0.240653,-2.261374,0.02373608,-1.624591,-1.568104
AK1,FOS,8.660637,4.69E-18,17.3287,-0.2982391,-3.107258,0.001888313,-2.723926,-2.723926
ANKS6,FOS,6.36534,1.95E-10,9.710283,-0.2136504,-2.718972,0.006548518,-2.183857,-2.183857
ANKS6,CEBPD,2.963753,0.003039124,2.517252,-0.1998266,-2.559738,0.01047511,-1.979841,-1.870233
ANKS6,ZNF480,2.796065,0.005172903,2.286266,-0.1719361,-2.23847,0.02519041,-1.598765,-1.519519
ANKS6,GLI3,2.333591,0.01961716,1.707364,0.2684416,2.834185,0.004594269,2.337784,1.617599
ATG9B,JUNB,8.033457,9.48E-16,15.02336,-0.2075225,-2.280435,0.0225819,-1.64624,-1.64624
ATG9B,FOS,5.902058,3.59E-09,8.444913,-0.3067475,-3.245197,0.001173693,-2.930446,-2.930444
ATG9B,THRB,2.719378,0.006540488,2.18439,0.2907286,2.564047,0.01034595,1.98523,1.774206
ATG9B,TRPS1,2.28778,0.02215036,1.654619,-0.4471293,-4.610125,4.02E-06,-5.395313,-1.654542
BICD1,FOS,10.20832,1.82E-24,23.73998,-0.3254414,-3.181873,0.001463257,-2.834679,-2.834679
BICD1,ATF4,3.290833,0.000998911,3.000473,0.3293046,2.699814,0.006937818,2.158777,2.100738
CBLB,FOS,9.93389,2.96E-23,22.52804,-0.2706324,-2.826882,0.004700368,-2.327868,-2.327868
CBLB,JUNB,9.803226,1.09E-22,21.96239,-0.2078585,-2.214539,0.02679171,-1.571999,-1.571999
CBLB,ZNF480,3.179812,0.001473707,2.831589,-0.2465534,-2.591998,0.009542045,-2.020359,-1.958541
